sheet,row,part_number,section,band_index,band_label,raw_value,price_eur,is_blank
RSP_EUR,26,102100,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,26,102100,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,26,102100,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,26,102100,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,26,102100,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,26,102100,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,1,1-19,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,2,20-99,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,27,103005,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,1,1-19,150,150.0,0
RSP_EUR,28,100980,BMS boards incl. wire harness kits,2,20-99,100,100.0,0
RSP_EUR,28,100980,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,28,100980,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,1,1-19,150,150.0,0
RSP_EUR,29,100981,BMS boards incl. wire harness kits,2,20-99,100,100.0,0
RSP_EUR,29,100981,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,29,100981,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,1,1-19,16.170000000000002,16.17,0
RSP_EUR,30,100930,BMS boards incl. wire harness kits,2,20-99,10.8,10.8,0
RSP_EUR,30,100930,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,30,100930,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,1,1-19,18.64,18.64,0
RSP_EUR,31,100931,BMS boards incl. wire harness kits,2,20-99,15.12,15.12,0
RSP_EUR,31,100931,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,31,100931,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,1,1-19,52.8,52.8,0
RSP_EUR,32,100932,BMS boards incl. wire harness kits,2,20-99,43,43.0,0
RSP_EUR,32,100932,BMS boards incl. wire harness kits,3,100-259,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,4,260-499,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,5,500-999,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,6,1.000-2.499,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,7,2.500-4.999,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,8,5.000-9.999,,,1
RSP_EUR,32,100932,BMS boards incl. wire harness kits,9,10.000-24.999,,,1
RSP_EUR,36,100684,Accessories,1,1-19,81.900000000000006,81.9,0
RSP_EUR,36,100684,Accessories,2,20-199,59.849999999999994,59.849999999999994,0
RSP_EUR,36,100684,Accessories,3,100-259,,,1
RSP_EUR,36,100684,Accessories,4,260-499,,,1
RSP_EUR,37,000637,Accessories,1,1-19,89.65,89.65,0
RSP_EUR,37,000637,Accessories,2,20-199,,,1
RSP_EUR,37,000637,Accessories,3,100-259,,,1
RSP_EUR,37,000637,Accessories,4,260-499,,,1
RSP_EUR,38,000876,Accessories,1,1-19,89.65,89.65,0
RSP_EUR,38,000876,Accessories,2,20-199,,,1
RSP_EUR,38,000876,Accessories,3,100-259,,,1
RSP_EUR,38,000876,Accessories,4,260-499,,,1
RSP_EUR,39,000833,Accessories,1,1-19,89.65,89.65,0
RSP_EUR,39,000833,Accessories,2,20-199,,,1
RSP_EUR,39,000833,Accessories,3,100-259,,,1
RSP_EUR,39,000833,Accessories,4,260-499,,,1
RSP_EUR,40,100545,Accessories,1,1-19,280,280.0,0
RSP_EUR,40,100545,Accessories,2,20-199,,,1
RSP_EUR,40,100545,Accessories,3,100-259,,,1
RSP_EUR,40,100545,Accessories,4,260-499,,,1
RSP_EUR,44,200100,Creator Tool,1,1,1700,1700.0,0
RSP_EUR,44,200100,Creator Tool,2,2,1275,1275.0,0
RSP_EUR,44,200100,Creator Tool,3,3-4,1105,1105.0,0
RSP_EUR,44,200100,Creator Tool,4,5-9,850,850.0,0
RSP_EUR,44,200100,Creator Tool,5,10-24,595,595.0,0
RSP_EUR,44,200100,Creator Tool,6,25-249,425,425.0,0
RSP_EUR,45,200200,Creator Tool,1,1,1700,1700.0,0
RSP_EUR,45,200200,Creator Tool,2,2,1275,1275.0,0
RSP_EUR,45,200200,Creator Tool,3,3-4,1105,1105.0,0
RSP_EUR,45,200200,Creator Tool,4,5-9,850,850.0,0
RSP_EUR,45,200200,Creator Tool,5,10-24,595,595.0,0
RSP_EUR,45,200200,Creator Tool,6,25-249,425,425.0,0
RSP_EUR,46,200300,Creator Tool,1,1,1700,1700.0,0
RSP_EUR,46,200300,Creator Tool,2,2,1275,1275.0,0
RSP_EUR,46,200300,Creator Tool,3,3-4,1105,1105.0,0
RSP_EUR,46,200300,Creator Tool,4,5-9,850,850.0,0
RSP_EUR,46,200300,Creator Tool,5,10-24,595,595.0,0
RSP_EUR,46,200300,Creator Tool,6,25-249,425,425.0,0
RSP_EUR,47,200400,Creator Tool,1,1,,,1
RSP_EUR,47,200400,Creator Tool,2,2,,,1
RSP_EUR,47,200400,Creator Tool,3,3-4,,,1
RSP_EUR,47,200400,Creator Tool,4,5-9,,,1
RSP_EUR,47,200400,Creator Tool,5,10-24,,,1
RSP_EUR,47,200400,Creator Tool,6,25-249,,,1
RSP_EUR,48,200500,Creator Tool,1,1,1700,1700.0,0
RSP_EUR,48,200500,Creator Tool,2,2,1275,1275.0,0
RSP_EUR,48,200500,Creator Tool,3,3-4,1105,1105.0,0
RSP_EUR,48,200500,Creator Tool,4,5-9,850,850.0,0
RSP_EUR,48,200500,Creator Tool,5,10-24,595,595.0,0
RSP_EUR,48,200500,Creator Tool,6,25-249,425,425.0,0
RSP_EUR,49,200600,Creator Tool,1,1,2415,2415.0,0
RSP_EUR,49,200600,Creator Tool,2,2,1811.25,1811.25,0
RSP_EUR,49,200600,Creator Tool,3,3-4,1569.75,1569.75,0
RSP_EUR,49,200600,Creator Tool,4,5-9,1207.5,1207.5,0
RSP_EUR,49,200600,Creator Tool,5,10-24,845.25,845.25,0
RSP_EUR,49,200600,Creator Tool,6,25-249,603.75,603.75,0
RSP_EUR,50,200001,Creator Tool,1,1,700,700.0,0
RSP_EUR,50,200001,Creator Tool,2,2,525,525.0,0
RSP_EUR,50,200001,Creator Tool,3,3-4,455,455.0,0
RSP_EUR,50,200001,Creator Tool,4,5-9,350,350.0,0
RSP_EUR,50,200001,Creator Tool,5,10-24,244.99999999999997,244.99999999999997,0
RSP_EUR,50,200001,Creator Tool,6,25-249,175,175.0,0
RSP_EUR,54,300500,Service Tool,1,1,,,1
RSP_EUR,54,300500,Service Tool,2,2,,,1
RSP_EUR,54,300500,Service Tool,3,3-4,,,1
RSP_EUR,54,300500,Service Tool,4,5-9,3500,3500.0,0
RSP_EUR,54,300500,Service Tool,5,10-24,5900,5900.0,0
RSP_EUR,54,300500,Service Tool,6,25-249,9800,9800.0,0
RSP_EUR,55,300300,Service Tool,1,1,,,1
RSP_EUR,55,300300,Service Tool,2,2,,,1
RSP_EUR,55,300300,Service Tool,3,3-4,,,1
RSP_EUR,55,300300,Service Tool,4,5-9,3500,3500.0,0
RSP_EUR,55,300300,Service Tool,5,10-24,5900,5900.0,0
RSP_EUR,55,300300,Service Tool,6,25-249,9800,9800.0,0
RSP_EUR,56,300100,Service Tool,1,1,450,450.0,0
RSP_EUR,56,300100,Service Tool,2,2,337.5,337.5,0
RSP_EUR,56,300100,Service Tool,3,3-4,292.5,292.5,0
RSP_EUR,56,300100,Service Tool,4,5-9,292.5,292.5,0
RSP_EUR,56,300100,Service Tool,5,10-24,225,225.0,0
RSP_EUR,56,300100,Service Tool,6,25-249,157.5,157.5,0
RSP_EUR,57,300200,Service Tool,1,1,450,450.0,0
RSP_EUR,57,300200,Service Tool,2,2,337.5,337.5,0
RSP_EUR,57,300200,Service Tool,3,3-4,292.5,292.5,0
RSP_EUR,57,300200,Service Tool,4,5-9,292.5,292.5,0
RSP_EUR,57,300200,Service Tool,5,10-24,225,225.0,0
RSP_EUR,57,300200,Service Tool,6,25-249,157.5,157.5,0
RSP_EUR,58,300300,Service Tool,1,1,450,450.0,0
RSP_EUR,58,300300,Service Tool,2,2,337.5,337.5,0
RSP_EUR,58,300300,Service Tool,3,3-4,292.5,292.5,0
RSP_EUR,58,300300,Service Tool,4,5-9,292.5,292.5,0
RSP_EUR,58,300300,Service Tool,5,10-24,225,225.0,0
RSP_EUR,58,300300,Service Tool,6,25-249,157.5,157.5,0
RSP_EUR,59,300400,Service Tool,1,1,,,1
RSP_EUR,59,300400,Service Tool,2,2,,,1
RSP_EUR,59,300400,Service Tool,3,3-4,,,1
RSP_EUR,59,300400,Service Tool,4,5-9,,,1
RSP_EUR,59,300400,Service Tool,5,10-24,,,1
RSP_EUR,59,300400,Service Tool,6,25-249,,,1
RSP_EUR,60,300500,Service Tool,1,1,450,450.0,0
RSP_EUR,60,300500,Service Tool,2,2,337.5,337.5,0
RSP_EUR,60,300500,Service Tool,3,3-4,292.5,292.5,0
RSP_EUR,60,300500,Service Tool,4,5-9,292.5,292.5,0
RSP_EUR,60,300500,Service Tool,5,10-24,225,225.0,0
RSP_EUR,60,300500,Service Tool,6,25-249,157.5,157.5,0
RSP_EUR,61,300600,Service Tool,1,1,625,625.0,0
RSP_EUR,61,300600,Service Tool,2,2,468.75,468.75,0
RSP_EUR,61,300600,Service Tool,3,3-4,406.25,406.25,0
RSP_EUR,61,300600,Service Tool,4,5-9,403.125,403.125,0
RSP_EUR,61,300600,Service Tool,5,10-24,303.125,303.125,0
RSP_EUR,61,300600,Service Tool,6,25-249,215.62499999999997,215.62499999999997,0
RSP_EUR,62,300999,Service Tool,1,1,700,700.0,0
RSP_EUR,62,300999,Service Tool,2,2,525,525.0,0
RSP_EUR,62,300999,Service Tool,3,3-4,455,455.0,0
RSP_EUR,62,300999,Service Tool,4,5-9,262.5,262.5,0
RSP_EUR,62,300999,Service Tool,5,10-24,244.99999999999997,244.99999999999997,0
RSP_EUR,62,300999,Service Tool,6,25-249,175,175.0,0
RSP_EUR,66,100640.99,Software for obsolesenced BMS,1,1,1700,1700.0,0
RSP_EUR,66,100640.99,Software for obsolesenced BMS,2,2,1275,1275.0,0
RSP_EUR,66,100640.99,Software for obsolesenced BMS,3,3-4,956.25,956.25,0
RSP_EUR,67,100641.99,Software for obsolesenced BMS,1,1,450,450.0,0
RSP_EUR,67,100641.99,Software for obsolesenced BMS,2,2,337.5,337.5,0
RSP_EUR,67,100641.99,Software for obsolesenced BMS,3,3-4,292.5,292.5,0
RSP_EUR,68,100699.99,Software for obsolesenced BMS,1,1,135,135.0,0
RSP_EUR,68,100699.99,Software for obsolesenced BMS,2,2,101.25,101.25,0
RSP_EUR,68,100699.99,Software for obsolesenced BMS,3,3-4,87.75,87.75,0
